Npts=32, Emin=0(0.000735), Emax=1178(0.43365), step=38

k                                                                                                                                                                                                                                  E (rydbergs)
-0.6709554616467212361494202496758712969806566836202313820736683709419704919005508733837643998926132683+0.3208150774088174154198028462060494269600194248688469044037817845995430466667403681057468907424321506j                    0.3472589176207393013156748602832993828951885933276508691715058058825185501448651934628901641972706522-0.4305052567321233957300493447402436505925008738555507382797110208812960073807314061335736693957426911j
-0.66757888789452633372770837259300441760273298197812049138174844587339457976161125299831875634964448-0.5165354097858543552084667977627198312010441816731241486225589068170671283524342499506378615131318739j                      0.1788527419998520751428051717140852270096084333651465809847696908791738440555842133652425267165055797+0.6896562688459681703009013438110491429401440027212146961246519551149262952107891686583545907488918658j
-0.5924144610741804994940862340795892865172668678524668539020345183416135233545438509116020837886797565-0.2055165481397557903642372870233895904638281553604667841864555197992609532371097880547125366084504861j                    0.3087178421305311630376313839005544770712238367546768221745353863466966594372362854127512004116154507+0.2435019502160785988311322592936614238162698865836575279945531682245444780265179949389580293759362166j
-0.5827414524699843231680918818079464718180055949550920594691716920389693689745263238339954052637284674-0.2807907514134079744126752594727526873937154551767730242717663413046037801463827078602502944630887269j                    0.2607441543475207256409535772111803075173556243248208461633685195292679016167518317687662344131254974+0.32725682063757533306502342737223642378776588808089821849478525908202275036057915019130455354531149j
-0.5710640713634654397024490916743880383503292635231365597503270369002261737297960465263645210338238734+0.000000000000009116122456027216579717701242229741200931253200925645260078164841517737358618186119857397295850445733j      0.3261141736022171484606783396986474470494027287777028250054123144030983004366586409349593327932682121-0.00000000000001041178000957363248734717782214691120744503454544546078123246719639986136805219007683430320816113674j
-0.5708012862203923601549103278825566361463030026152430646117998966019331357407794670032136108667481321+0.000000000000009708665421039035003101755632085945116181259690521033540566841772929720630422201901969589923821095288j      0.3258141083508542812505687410604834910274267426988086519599891964642877535838613335393723147313170484-0.00000000000001108343741962505664413331044756760053259495169236816855887707319846036104670919240998435608376155279j
-0.5679895219762842436122645146138842044343833642426582091871403087193878781448953317095037859101408774-0.01242249179306760040977441832136485627388519049286722743856583244637940598345312523767679366608670437j                   0.3224577787724990498455655302202742149618135083428206476187710815024454278072530670423703644177464223+0.01411169035059756096268348280453250199678721809489664442041262393179103630597379158643345804469509377j
-0.5679895219762677542605115124864757231330409429274497504283184484583740130121492120806170991546037672+0.01242249179307258890191174266671769977334597616642757677610306008470478598253570927170735694519591079j                   0.3224577787724801943485204861134962864894619245616797445655383490736836897096201117724352024808647809-0.0141116903506028181075387559072862483893755015033542303747104621527001772720658261594225063597272218j
-0.564859086567614057943954152428375490524084719119459241897710326504795670941022012135007204031703679+0.3694042148024087740455989852383725841640410680347051458232602195716628044076663612102482850155070897j                     0.1826063137642151506542356550410778802711095518495323659812024700686314790137999033028912857655445169-0.4173226546950306321827458104399414132076266033851374352071181207354425786800709545237736056696525271j
-0.5636104017932083239438300629898325521091054663289744900938241432765344711341468216857493202243615983+0.4588636023013716102660735687599004709111084999521235137317882495807603276105756146692649485618989915j                    0.1071008794925103953529331319381982738976828355690654225801692833018768821328062863689582027925368692-0.517240598522710010024753238054150833078753706981109670840303043320293172489379706988565191275416909j
-0.5560993766735462523628436946515155012184723801606109793808322370877101447165425845412885091432775372-0.5223581642261929249491396124014056086486085685647202475067020588384551212073675890932067146792532464j                    0.03638846500294833972228840051012930585076984869045215912694833321100317367881497233198976731970421556+0.5809660990530475846510369225218574613533813336506304610973286870229463686087805467045385939645577749j
-0.5398475219207071594900934028626814416204803114588139287660861322695946266684192757744026490207769608+0.3556999682447391969463291011354461103533831763877225005212540268208838036753583144466341837708233685j                    0.1649128795146199239788515762194340959129523429231008838205859621678920045333532691892590982687310069-0.3840474928083933683126735716994739462254234459147649473573276601943217047385274311890681839042879906j
-0.5199983290725767447258700153731018889887486257074584381733465859633394120158671586771806560041334275-0.009753105656822779324079608340582091082302737967305771428403150772764974287730337578834714388695008287j                  0.2703031391683186644709960076694209639037886780045337608943860505375966613076338146595411039634541994+0.01014319728963228271439362292300561368931340095949180327253921987278018291522080632683527220487266006j
-0.5199983290725753436971431081188308300526267896403095433795285970845134231842326927388513447664778964+0.00975310565683345110459971519419294757712146175764312110883283836418138763373503565772584675260544597j                   0.2703031391683169992397961406035784767555896023637196026596778119581839008688606053222481394215522111-0.01014319728964335400170858902812503926765558175052563612725606142353361145996006417055479789129976642j
-0.4985076368465437219209221697966694901859791505215377240259395049663694498296446100628748462783904164+0.0000000000000006143098802589248771077508554859117826265821592611752649225391212842692729599151972733818560110657364j     0.2485098639943255158875168527340068424131220488045519749487086641437318573069865245951040701671875463-0.000000000000000612476333398719761671523386054207919523832621084984769505546578163810867214550485426163193728263757j
-0.4842867341960144550969359312085980245929298672728808878436861757013199531567784111771967628996289014+0.000000000000002963514942778148174204441692249512756483917636216167191853993293603342982904043186718480362861013681j      0.2345336409182411565897911776626875117427922399465762035274604699643681469898871930806380844274548517-0.000000000000002870381946758236065067636192675346450904217607040386935203991519943575711486400977682858370842311778j
-0.4616861897432064219652842780400821367879356907332489676810379246559623727584199012369143591303117354-0.2528160091558004521159996653330182583988355662210781034032087101868646046502781322032736947800378318j                    0.1492382033141342247143127011611154423324773278296921527929980850588751827398258324362362822930256659+0.2334433199464501991242757513902444769819100249418332454369678611700103182448632682016206224301103693j
-0.4419729964549455715834796938489434886084523517142945597408709115367809549032872977064506402159485721-0.01035194329728620888904074321266037662638283376547130811347510942944519070850072500089902037293472322j                   0.1952329668653331019197514657021311349012430133053153612374773247201417886111544119873873944050203984+0.009150558796466550345109629206116536207170692844961387307376068725702393464011133398142344381203019507j
-0.4419729964549119699098184927668854542099857976306302579847717247431105184640414129491928160372569205+0.01035194329737241313075777309888357537866749303524546077558211387777996773999213646052553152269065345j                   0.1952329668653016150921190943769377630553254752510437503897972684466913255383549855226276003190166255-0.009150558796542054553906358316839764604716724842306160436473688250677154680090308746270969255324725479j
-0.4365306581748873474436138470757907959711225798969826206000807991341967759973544094426193835116916324+0.3908920079303076055470277682486939522320654100209492091725032646477610685324920984583380310605477352j                    0.03776245366281267775670005005010605145450377823849905882389158343681561201588455398648005688565152431-0.3412726909942409271913760941501206598853858091325414661574554937878471729921151373490740078312228878j
-0.4204276206725485905468458244439225307199534112077476930514470639075793193636497897641054756302015963-0.000000000000005338893415452650119453665769542191885939627031534356005615841428723918582091637784982844926885607158j      0.176759384224380406968251383573837439861705754582230248571765505872777388066572076158418550310830625+0.000000000000004489236511366188308114272041514841143227898610564154265357001534807387742936357663113315732913447007j
-0.4165890477606323455419793786656771789662828427273954511015291569563458480023631580396952714537442045+0.5006473944876012065603295652773124260336868685396748528326632849800805021173898199384030368933722476j                    -0.07710137889311336551714699712490159476608183899473917200257399436132423667507395282328929821527950462-0.4171284426668628838312051691411860227105747607180524867509979893906343640942876431698940575794534266j
-0.4036710014574230042505477401005678742585401799996100050498507685171456992218805671214624833975145655+0.3647718483658675321904768754945911979425020901337628183437551168945029391208350973015444393226148245j                    0.02989177605738734940722900004495924157509757058391275856684669722044934879584694673464295418719113782-0.2944956346666499913965398057985275284994478651489241077111440407458295413579349956518738680909733349j
-0.3750989620959609696890060201881126718585936589538147059676573287979341212599934463994110895168084326-0.000000000000001110978717137883894273233438125860093211841979795646418299028979018442710778854794467593243119024779j      0.140699231365467164254927749671044274359375850674708794978270640810927711550366299467675991743271485+0.0000000000000008334539274182449092376137530750454517617714227465523032373557628785473880356688683496334805764676701j
-0.3602043509427242742763912690449935402444275910186674761270033703461408232758717720832050749199040838-0.2479220197332553208563769650428888609876737901006927574890131634493154147865052749521890192173802219j                    0.06828184656945262906255259417276344297600339627516174744396316169120029299402071138514439875132489563+0.1786051804048530247265659714349678118790607333523344559564208800307899497448329872946723205403492251j
-0.3476050478278543390789600505240138153359794388165552837117128224009675465940137579037218885578810293-0.317131967182918858104489290508413905196864176706427485598782924463640042456857144444212894388051614j                     0.02025658466609697899713402776992040468374496739184720732849482647752207794133601075838449791196019459+0.2204733452407200847232461405128876164164615949210119658347647310498178171801632003799709021367460933j
-0.3442490807985843142378941211971692101640739232903863982056459791785784256634729634203777372672094538+0.000000000000003164238218191835637598182173823603909841038573155632658718884519658117981913594698146506499993927081j      0.1185074296306702315953888116558632181234944292350212842899365739948240649143703581706971903018984703-0.000000000000002178572196080579378628901352477031891623773799280588788565915234668408393190233143880711403021897574j
-0.3125468163302488039966321186164778988213178084776362886387606941801301375693701560159307571080260401+0.3157699669355184830109980910409434256114037293540015961592608680595984921905549278353292065600271211j                    -0.002025159620284155557728562388291420895519164391999015691182744776704199275090221624724029062561523766-0.1973857957168084661854971893561678191824343142808027168406708024035772709368739471026830218567810299j
-0.309063021354769104125307882171029695563188439995229902650204049534373163071381779495531760563482805-0.3211965988471617453899071563036329276065483244900850987078321734441004341653968543442905910343238452j                     -0.007647303942046082584920196653581682809833384462375882573578546818638705047908366339247735692250307633+0.1985399825771591118538819991076982298183521930410546992388656118683511948277849137011909314242865535j
-0.303415542811545934875397430813248385346463631804613356119063101033569356230774540301969729161621977-0.01978265098731862665350198161164016451679551251639883915902545479477094247276246507626205535292322844j                    0.09166963833953900540090575979398506705405610891300332267550474010227544434613965070687938245202960049+0.01200472757513729244517029764171458280123330806986488270925275221609992833030417815198967493266195527j
-0.3034155428114050685121815875914397289807917833621056023484647883245502296091342490743365666059911709+0.01978265098729160535383802331060170274444712510385619522051079982525001294712808438845777370560343298j                   0.09166963833945459241866868366436282137287133295090748044026443930054772278892685433620112930220589459-0.01200472757511532166036157478078666470001093415756474187469394144545683342675283314559225528021314381j
-0.290612013271275040989476907433203493148479251288951085397429531990321431516608070526509319363675352+0.4005180611383518420881785350553147071460056335286735541232671111400951599433477415035060356941530711j                     -0.07595937504044080352620320833734440137898199134395102593533875504899390513404677277543112510345780633-0.2327907201978481075676718031573589839156631913883222439325858523592053571398810760061875903042203402j
-0.2768441149337839246548889755399092277572366981775927486036149383838399305038262915768830733272284377-0.001179337350477593282295042923924555762341166875751794817349138420047531479514556048419862674177802217j                  0.07664127313688393193931133897629168652767909008893926311869787280794676271958515634338389564561801055+0.0006529852100026460974207768067071797867806987367336557705786465274598531101862926331579046583423770239j
-0.264444679503983012994673324353352687523551014842936613706606471829652558386134661730209790500065546+0.5315808939763729909644099861625842420810376824808758646615310798130005257690465928657243014311801401j                     -0.2126472583227556093895308914854766446986691979713706932337097456706878630319572162475691094818663275-0.2811474782760454595529355020221143984915814079547517871872600154113228581394043587893494819333431742j
-0.2451291893477518396449155894189482277313531937252949356214115215957536390504553754900119857229769907-0.3471659928437324894740053191451546552956935337909048728522163519051914283050753119885859026020717326j                    -0.06043590711688854412186598867074030601625709050084499027895108693532147381868990436911551554364173322+0.1702010367897831231025510684068030543975183263626696938386892696284229238146655471467724084449758234j
-0.1919939453572549595517011490053482396192107535681947668004063730785944345711431606872264496416900961+0.3687211332599509898005287591459861395247463611141581694909965519791836457944486001831212845901494395j                    -0.09909359905865793279709515699963195721516474774104181825903020277517677627945501566589415387893751632-0.1415844502223523091741989592793182311993535746354419610969120796043314571209304797729322850122633115j
-0.1667063629219549751609909631846137204647094562604870764600687616445682156409271014530995496157205048-0.2852840486881172539916888607952225121479735298743428320748374539029871671437821826417580356743596084j                    -0.05359597699721749138451235657053235474824440301130058210249436456818987061254361671271288660268676141+0.09511733231289189612892901539915671767502709808300756197207068658520142239776280360048853361360518671j
-0.1502808803375433013066326938155874332405904527111383063126686604987246361327968237064625027717669192-0.3608276358156102070074956577935058638051630643392872230150712039813423391834536430569341156264888372j                    -0.1076122397732556209871028783398756986073100113802863970049465086150465513375385426358273208233067603+0.1084509895209687420838741212504812602454126770649888048412084570399591432989367696543201466413029344j
-0.1270680728610018986530081207940035558671092253899674550180703483272230727458721154425570141786971013+0.3775860162589799886917538886782287010615362886571940246438489457916795893675093966631372446040681809j                    -0.1264249045337178131330808929964615851346903903417781777070088912885340388926217330235217465512995844-0.0959582548505830335069006673116687592166781771394841277457991818263062533382158915959928492672526177j
-0.1045838171074685897353231985384123337216502867949572430224809305147061892228029606449216859248660204+0.5619073709456477610963180180238023851475471669901668656764381808046568319532394135132406607108261981j                    -0.3048021187222813540064866990059225677481241991636899838014492022416536940481634913028719134402471408-0.1175328354286362702207378576657965911637139906790317331579651941464071123065783235255373220618172192j
-0.05605436595373958236803149741449139202138187340771555719700311235110985013591943720145281570666779213-0.4110528001444472015547645055834460481835956334132331892795393833150853727069448544548555066955165407j                   -0.165822312564115094083736006007700974203964122509020193805872317328406845164873002478230284361519086+0.04608260817121244420030865654102087911620573162756182508179965744769295997518794741706267084557391232j
-0.02843078611071300141898425900932699953785914504820184804340627877512215923626861622362027857068963971-0.00000000000000001825128894601504428306027951341970531586585699505092367722588914782195514543493359454462142563565427j   0.000808309598873111313779044293725173295133321086989553723052742988804227910660301885601542803927657921+0.000000000000000001037796984537948511541331101365901748405946875591002549704666358944298336170341928077054872739215027j
-0.02126991642948895750396798109771664260792426928873830841033889775583109507925524191930623019098299188+0.000000000000000005008140602027582823416776779341019901680424989746304922255181390518727097407178258149019508959937828j  0.0004524093449174442825347018671212308587646484092127552718584537303018607907900962381709496025711864489-0.0000000000000000002130454641445144050704776308101295421805223982827919966285855909574443449223710818050578384273561178j
-0.0000491761874339700117421651125133027864636151131690446496599858623923952124993037492119478848585606215-3.151531277227294978100324212805982047673628039769624636390621286441962653079190577463414964277672739e-34j              0.000000002418297410540950087979785807155361262749161010228992404372645367410946554532655548982625226195784774+3.099605855858967294627045286972108774737813628611329561872595807479157855579041773829399895147494745e-38j
-2.585445407088246040369694315079110685889530322846902635521135289902215886311230217359609157449442107e-79-1.733454749098292443896091346158758145936353011432515295565863418936417237340942292209045848060691643j                  -3.004865367171424008334652617600470696964798067497374501622133037346069942866960490469395080286242334+8.963505238902976216763841602605770921774460514007749837491668076031188200420241920036947042007568499e-79j
-8.936043678548503670125590762194231849739250788840178933053507716314598344149372096765653899927512999e-81-0.006057872524603962232912317604281682348511943572727829281286487086841093413895996517981524527733165462j               -0.00003669781952435158300895120501106344908907462917705944445086802679096411858466099694365095755756577675+1.082668269578798029561302613300074828535350972386789530940451108694094016070348120920912608620329399e-82j
-5.899032082494513346063930421244653380844271784022962251547936372040552347986138706686433958012638123e-81+0.3727541002268684356463252855825720983555790561248997559230329273512076985874187559310628071662523497j                 -0.1389456192359422791469770873617601139151194673299589605271115398889466788396145277768850355675634801-4.397776792239344515266127321841660606604024929637916157110200248648821538919635937661097840759000516e-81j
-1.063373248122736857537359668115876331823401369931944725004500374172157031731454958033577974953180872e-81-0.3144246043967076407891430817320808331638116103939500141189614219520278406229818631478299921062175151j                 -0.09886283185002610187517807420638607990231166813034451908208135888081349669202313374628572558789835757+6.687014257340671447368954800051944217501399400722225953281656922372117023444494581300100921556186491e-82j
-9.059589156849391326672103864568350317359971751802622265076340102178008102345394267338816541133775731e-82+0.0083131007126510283476833572852254502299077872526192214378920728364689079295227785135714182074208352j                 -0.00006910764345867903538574123990620347711062242175847271793452888565906718956683651303035272289014585886-1.506265541522604081479964208838462141101036816632630543950453293380073551376496579436399493249874e-83j
4.270235254205119240616126394717350224117668259674377285410391312387622793447222825887709080251151421e-82-0.3055027162414968771040539083710270560339268591925041273340944125932244066867457315183496729635690113j                  -0.09333190963093255977993410888653831948901928573399993501215955889639185029208310509306246690721081019-2.609136938299725655004512417741267062969557390225028997583144404999137288544707252960882081211086678e-82j
4.536104928115563280774942246067272636357379207695146729705790669356779733590044405037729570425783234e-82+0.315099823258359859926493092031219036045665932647720863583996378551497559217299434422371335494554085j                   -0.0992878986174496213330353498407567885661489076721707732487777214895967207291421442083347264989762217+2.858651722261178294314591100250900647641280915931750070421616221374593963438209687490849992396012331e-82j
9.059589156849390553521051874547310694743055323024408608765804121812932932841975267175807817769165443e-82-0.008313100712651028347912009204478173451771897095263118303330974207431793376108653681239780043073689644j                -0.00006910764345867903538954285277198115472028109211727071675796589655789688006313030838839331975401275748-1.506265541522603952975742832102834149822185455156108880145058394480938128134620141046046655533439434e-83j
3.580582309714685425190808549011918196736750861566866351997288168859969277167751264626977395101118292e-81-0.4966085088488610497085057780301619378274737348859268752905433266197028565142548400882802571132472676j                  -0.2466200110610893035106748603861021153102502556521047611545027003901273290464171258971195974366215478-3.556295283276041385370934129432743592367508728473671377943822760852140539495987182132796356974028872e-81j
8.936043678548503684742560889691292372725558309792871545296214963616596094763854748695790674914227993e-81+0.006057872524603962232951970714876046834608433967951861896653695240257123359130065575614582891744345423j                -0.00003669781952435158300943163198943281491063980280736266238542626148357728183560054352993372385829701279+1.082668269578798031339344286431732292840598297755687771618361443535332598171339956928958431464607154e-82j
1.169686946162673429595346454049094789262990460539945038525353422256420023231984909133783787956237719e-78+0.6338800596124041758977496825089290362421931172148297607255066328680748587887365058204066955761730966j                  -0.4018039299742250716748627680889843441927687484508340462375317451145276454775779391382335126792748084+1.482882462322892854945476156832437129700886693449413396051253804619669754615851038856997086415233992e-78j
0.0000491761874339700117421651125133027864636151131690446496599858623923952124993037492119478848585606215-3.15153127722729497810032421280598204767362803976962659140063723156206343528077270007603121940813831e-34j                0.000000002418297410540950087979785807155361262749161010228992404372645367410946554532655548982625226195784774-3.099605855858967294627045286972108774737813628611331484671375395597705641150346883319766752543921485e-38j
0.02126991642948895750396798109771664260792426928873830841033889775583109507925524191930623019098166985+0.000000000000000005008140602027582823416776779341019901680424989746304922255181381332770533265322839523307572254733129j   0.0004524093449174442825347018671212308587646484092127552718584537303018607907900962381709496025712222192+0.0000000000000000002130454641445144050704776308101295421805223982827919966285855905666752880339455113083962460150206333j
0.02843078611071300141898425900932699953785914504820184804340627877512215923626861622362027857069747603-0.00000000000000001825128894601504428306027951341970531586585699505092367722588914756283047124965749116173505201045757j    0.000808309598873111313779044293725173295133321086989553723052742988804227910660301885601542803928112965-0.00000000000000000103779698453794851154133110136590174840594687559100254970466635892956409979480236874313282159047946j
0.05605436595373958236803149741449139202138187340771555719700311235110985013591943173806628288038251472-0.4110528001444472015547645055834460481835956334132331892795393833150853727069448314147432599983182157j                    -0.165822312564115094083736006007700974203964122509020193805872317328406845164872984149318311182565497-0.04608260817121244420030865654102087911620573162756182508179965744769295997518794034258423868295550468j
0.1045838171074685897353231985384123337216502867949572430224809305147061892228026748123044246753223181+0.5619073709456477610963180180238023851475471669901668656764381808046568319532400689411758991726961916j                     -0.3048021187222813540064866990059225677481241991636899838014492022416536940481642876693801157962140985+0.1175328354286362702207378576657965911637139906790317331579651941464071123065781393969389427073269576j
0.1270680728610018986530081207940035558671092253899674550180703483272230727458721162134955221184808204+0.3775860162589799886917538886782287010615362886571940246438489457916795893675093993572140247611926865j                     -0.126424904533717813133080892996461585134690390341778177707008891288534038892621734862089843385507468+0.09595825485058303350690066731166875921667817713948412774579918182630625333821589286284633844278029629j
0.1502808803375433013066326938155874332405904527111383063126686604987246361327968219022889746506967336-0.3608276358156102070074956577935058638051630643392872230150712039813423391834536430210440662714475553j                     -0.1076122397732556209871028783398756986073100113802863970049465086150465513375385431521926496825882626-0.1084509895209687420838741212504812602454126770649888048412084570399591432989367683415416327103677834j
0.1667063629219549751609909631846137204647094562604870764600687616445682156409271014917076350833131172-0.2852840486881172539916888607952225121479735298743428320748374539029871671437821826704643679634606093j                     -0.05359597699721749138451235657053235474824440301130058210249436456818987061254361671621937698416438656-0.09511733231289189612892901539915671767502709808300756197207068658520142239776280363208813197967876473j
0.1919939453572549595517011490053482396192107535681947668004063730785944345711431581879632781996640403+0.3687211332599509898005287591459861395247463611141581694909965519791836457944485849446138314197931815j                     -0.09909359905865793279709515699963195721516474774104181825903020277517677627945500538806147277505109125+0.1415844502223523091741989592793182311993535746354419610969120796043314571209304720784676526541136212j
0.2451291893477518396449155894189482277313531937252949356214115215957536390504553924445666705959100888-0.3471659928437324894740053191451546552956935337909048728522163519051914283050753074047903119795579274j                     -0.06043590711688854412186598867074030601625709050084499027895108693532147381868989287432712981120491712-0.1702010367897831231025510684068030543975183263626696938386892696284229238146655566716178347093191869j
0.2644446795039830129946733243533526875235510148429366137066064718296525583861345488279426276026110694+0.5315808939763729909644099861625842420810376824808758646615310798130005257690468553081124309028758255j                     -0.2126472583227556093895308914854766446986691979713706932337097456706878630319575549790954181304781318+0.2811474782760454595529355020221143984915814079547517871872600154113228581394043775589596954248010092j
0.2768441149337839246548889755399092277572366981775927486036149383838399305038262915768830733349532106-0.001179337350477593282295042923924555762341166875751794817349138420047531479514556048419862569209148382j                   0.07664127313688393193931133897629168652767909008893926311869787280794676271958515634338389565014271327-0.0006529852100026460974207768067071797867806987367336557705786465274598531101862926331579046002406891166j
0.2906120132712750409894769074332034931484792512889510853974295319903214315166080670992351929194088738+0.400518061138351842088178535055314707146005633528673554123267111140095159943347745329070861222969932j                      -0.0759593750404408035262032083373444013789819913439510259353387550489939051340467778318608063002532304+0.2327907201978481075676718031573589839156631913883222439325858523592053571398810754843274057714351185j
0.3034155428114050685121815875914397289807917833621056023484647883245502296091342472488906240537517133+0.01978265098729160535383802331060170274444712510385619522051079982525001294712808524776790421991903316j                    0.09166963833945459241866868366436282137287133295090748044026443930054772278892685319446492143385911025+0.01200472757511532166036157478078666470001093415756474187469394144545683342675283359482403471153691761j
0.3034155428115459348753974308132483853464636318046133561190631010335693562307745421274156717513484661-0.01978265098731862665350198161164016451679551251639883915902545479477094247276246421695192480866147966j                    0.09166963833953900540090575979398506705405610891300332267550474010227544434613965184861559034487023652-0.01200472757513729244517029764171458280123330806986488270925275221609992833030417770275789548450566939j
0.3090630213547691041253078821710296955631884399952299026502040495343731630713818090594005539542789986-0.3211965988471617453899071563036329276065483244900850987078321734441004341653968945889999760549828264j                     -0.007647303942046082584920196653581682809833384462375882573578546818638705047908373917978063371759344204-0.1985399825771591118538819991076982298183521930410546992388656118683511948277849575691220939842541852j
0.3125468163302488039966321186164778988213178084776362886387606941801301375693701297547432551216998544+0.3157699669355184830109980910409434256114037293540015961592608680595984921905549000521850606189786717j                     -0.002025159620284155557728562388291420895519164391999015691182744776704199275090220494260106000555358487+0.1973857957168084661854971893561678191824343142808027168406708024035772709368739131506279025609058537j
0.3442490807985843142378941211971692101640739232903863982056459791785784256634729634203777372645814107+0.000000000000003164238218191835637598182173823603909841038573155632658718884519660423063373093737619211878758086476j       0.1185074296306702315953888116558632181234944292350212842899365739948240649143703581706971903000744799+0.0000000000000021785721960805793786289013524770318916237737992805887885659152346699954375374299508726294756046224j
0.347605047827854339078960050524013815335979438816555283711712822400967546594013757506725511706071594-0.3171319671829188581044892905084139051968641767064274855987829244636400424568571435416151111795371954j                      0.02025658466609697899713402776992040468374496739184720732849482647752207794133601105487382991355979573-0.2204733452407200847232461405128876164164615949210119658347647310498178171801631995006753270227127449j
